typecode,engines,body_class,model_name
MVRK,1,ga,PHOENIX (2) Maverick
MX10,1,ga,AEROTEC (2) MXP-100 Aventura
MX1T,1,ga,AEROANDINA MXP-1000 Tayrona
MX2,1,ga,MXR MX-2
MX58,1,ga,AEROANDINA MXP-158 Embera
MX65,1,ga,AEROTEC (2) MXP-650 Amigo
MX80,1,ga,AEROTEC (2) MXP-800 Fantasy
MXS,1,ga,MXR MXS
MY12,1,ga,MYLIUS MY-102 Tornado
MY13,1,ga,MYLIUS MY-103 Mistral
MYA4,4,quad,MYASISHCHEV M-4
MYS4,1,ga,DASSAULT MD-454A Mystère 4A
N110,1,ga,NORD 1100 Noralpha
N120,1,ga,NORD 1200 Norecrin
N250,2,regional,NUSANTARA N-250
N260,2,regional,NORD 260 Super Broussard
N262,2,regional,AEROSPATIALE N-262
N3,1,ga,NOSTALGAIR N-3 Citabriette
N320,1,ga,NORD 3202
N340,1,ga,NORD 3400
N3N,1,ga,NAVAL AIRCRAFT FACTORY N3N
N5,1,ga,HONGDU N-5
NA40,2,heli,UNIS NA-40 Bongo
NAL2,1,ga,NAL NALLA-2 Hansa
NAVI,1,ga,RYAN Navion
NC85,1,ga,NORD NC-854
ND1T,1,ga,NDN NDN-1T Turbo Firecracker
NDAC,1,ga,NORMAND DUBE Aerocruiser
NDAT,1,ga,NORMAND DUBE Aerocruiser Turbo 450
NDIC,1,ga,NORMAN Nordic 2
NG4,1,ga,BRM AERO NG-4
NG5,1,ga,BRM AERO Bristell NG-5
NH90,2,heli,NHI NH-90
NHCO,1,ga,NEW HORIZONS 01 Colibri
NI28,1,ga,NIEUPORT 28 Replica
NIBB,1,ga,AVIAMILANO F-14 Nibbio
NIMB,1,ga,SCHEMPP-HIRTH Nimbus 4T
NIPR,1,ga,TIPSY T-66 Nipper
NM5,1,ga,NAL NM-5
NMCU,1,ga,ENAER ECH-02 Namcu
NNJA,1,ga,BEST OFF Nynja
NOMA,2,regional,GAF N-2 Nomad
NORA,2,regional,NORD 2501 Noratlas
NORS,1,ga,NOORDUYN C-64 Norseman
NPOR,1,ga,REDFERN Nieuport 17
NSTR,1,ga,CUSTOM FLIGHT North Star
NT10,1,ga,NUWACO T-10
NXT,1,ga,NEMESIS NXT
NXTE,1,ga,ELECTROFLIGHT NXTE
O1,1,ga,CESSNA O-1 Bird Dog
O3,1,ga,LOCKHEED YO-3
OH1,2,heli,KAWASAKI OH-1
OKHO,1,heli,AERO-ASTRA Okhotnik
OM1,1,ga,MORRISEY OM-1 Bravo
OMAG,1,ga,O'NEILL Magnum
OMGA,1,ga,ISAE Omega 2
OMLA,1,ga,OMAC Laser 300
ONE,1,ga,GOGETAIR G-600
ONEX,1,ga,SONEX Onex
OPCA,1,ga,EDGLEY EA-7 Optica
OR10,1,ga,ORION 10
OR12,2,regional,ORION SK-12
OSCR,1,ga,PARTENAVIA P-64 Oscar
OUDE,1,ga,OLYMPIC ULTRALIGHTS Desert Eagle 2
OVOD,1,ga,VITEK Ovod
OZZI,1,ga,BUCHANAN BAC-204 Ozzie Mozzie
P06T,2,regional,TECNAM P-2006T
P1,4,quad,KAWASAKI P-1
P100,1,ga,POTTIER P-100
P130,1,ga,POTTIER P-130 Bleu Citron
P136,2,regional,PIAGGIO P-136
P148,1,ga,PIAGGIO P-148
P149,1,ga,PIAGGIO P-149
P180,2,regional,PIAGGIO P-180 Avanti
P18T,1,ga,SMITH AVIATION PA-18T Super Cub
P19,1,ga,AVIAMILANO P-19 Scricciolo
P1HH,2,regional,PIAGGIO P-1HH Hammerhead
P2,2,regional,LOCKHEED P-2 Neptune
P208,1,ga,TECNAM P-2008
P210,1,ga,CESSNA P210 Pressurized Centurion
P212,2,regional,TECNAM P-2012 Traveller
P220,1,ga,POTTIER P-220 Koala
P230,1,ga,POTTIER P-230 Panda
P27,1,ga,GRYF P-27 Skyster
P270,1,ga,POTTIER P-270 Amster
P28A,1,ga,PIPER Cherokee (PA-28-140/150/160/180)
P28B,1,ga,PIPER Cherokee (PA-28-235)
P28R,1,ga,PIPER PA-28R-180 Cherokee Arrow
P28S,1,ga,PIPER PA-28R-201T Turbo Arrow
P28T,1,ga,PIPER PA-28RT-201 Arrow 4
P28U,1,ga,PIPER PA-28RT-201T Turbo Arrow 4
P3,4,quad,LOCKHEED P-3 Orion
P32R,1,ga,PIPER PA-32R-300 Lance
P32T,1,ga,PIPER PA-32RT-300 Lance 2
P337,2,regional,CESSNA P337 Pressurized Skymaster
P36,1,ga,CURTISS P-36 Hawk
P38,2,regional,LOCKHEED P-38 Lightning
P39,1,ga,BELL P-39 Airacobra
P40,1,ga,CURTISS P-40 Kittyhawk
P46T,1,ga,PIPER PA-46-500TP Malibu Meridian
P47,1,ga,REPUBLIC P-47 Thunderbolt
P4Y,4,quad,CONVAIR P4Y Privateer
P50,1,ga,POTTIER P-50 Bouvreuil
P51,1,ga,NORTH AMERICAN P-51 Mustang
P57,1,ga,PARTENAVIA P-57 Fachiro 2
P60,1,ga,POTTIER P-60 Minacro
P61,2,regional,NORTHROP P-61 Black Widow
P63,1,ga,BELL P-63 Kingcobra
P66P,2,regional,PIAGGIO P-166A
P66T,2,regional,PIAGGIO P-166DL3
P68,2,regional,PARTENAVIA P-68 Victor
P68T,2,regional,PARTENAVIA AP-68TP-300 Spartacus
P70,1,ga,POTTIER P-70
P750,1,ga,PACIFIC AEROSPACE P-750 XStol
P8,2,narrowbody,BOEING P-8 Poseidon
P80,1,ga,POTTIER P-80
P82,2,regional,NORTH AMERICAN P-82 Twin Mustang
PA11,1,ga,PIPER PA-11 Cub Special
PA12,1,ga,PIPER PA-12 Super Cruiser
PA14,1,ga,PIPER PA-14 Family Cruiser
PA15,1,ga,PIPER PA-15 Vagabond
PA16,1,ga,PIPER PA-16 Clipper
PA17,1,ga,PIPER PA-17 Vagabond
PA18,1,ga,PIPER PA-18 Super Cub
PA20,1,ga,PIPER PA-20 Pacer
PA22,1,ga,PIPER PA-22 Tri-Pacer
PA23,2,regional,PIPER PA-23-150 Apache
PA24,1,ga,PIPER PA-24 Comanche
PA25,1,ga,PIPER PA-25 Pawnee
PA27,2,regional,PIPER PA-23-235 Aztec
PA30,2,regional,PIPER PA-30 Twin Comanche
PA31,2,regional,PIPER PA-31-300 Navajo
PA32,1,ga,PIPER PA-32 Saratoga
PA34,2,regional,PIPER PA-34 Seneca
PA36,1,ga,PIPER PA-36 Pawnee Brave
PA38,1,ga,PIPER PA-38 Tomahawk
PA44,2,regional,PIPER PA-44 Seminole
PA46,1,ga,PIPER PA-46-310P Malibu
PA47,1,ga,PIPER PA-47 Piper Jet
PACE,1,ga,BELLANCA CH-300 Pacemaker
PAGO,1,ga,SAUPER ADV-01 Papango
PANT,1,ga,ROTEC Panther 2
PAR1,1,ga,PARADISE P-1
PAR4,1,ga,PARADISE P-4
PARL,1,ga,ST. CROIX Pietenpol Aerial
PAT2,1,ga,ATAC Patriot 2
PAT4,2,regional,PIPER PA-31T3-500 T-1040
PAUL,1,ga,PAULISTA CAP-4 Paulistinha
PAV4,1,heli,CARTER PAV-4
PAY1,2,regional,PIPER PA-31T1-500 Cheyenne 1
PAY2,2,regional,PIPER PA-31T-620 Cheyenne 2
PAY3,2,regional,PIPER PA-42-720 Cheyenne 3
PAY4,2,regional,PIPER PA-42-1000 Cheyenne 400
PC12,1,ga,PILATUS PC-12
PC21,1,ga,PILATUS PC-21
PC24,2,narrowbody,PILATUS PC-24
PC6P,1,ga,PILATUS PC-6 Porter
PC6T,1,ga,PILATUS PC-6C Turbo-Porter
PC7,1,ga,PILATUS PC-7 Astra
PC9,1,ga,PILATUS PC-9
PCA2,1,heli,PITCAIRN-CIERVA PCA-2
PDIG,2,regional,VSTOL SST-2000 Pairadigm
PECR,1,ga,PRO-COMPOSITES Personal Cruiser
PEGA,2,regional,GENERAL AVIA F-20 Pegaso
PEGZ,1,ga,PEGASE AERO Pegazair
PELI,1,ga,ULTRAVIA Pelican
PEMB,2,regional,PERCIVAL P-66 Pembroke
PETL,1,ga,AERO ITBA Petrel
PETR,1,ga,EDRA Super Petrel
PGEE,1,ga,HOLCOMB Perigee
PGK1,1,ga,WESTERN PGK-1 Hirondelle
PHIL,1,heli,VTOL AIRCRAFT Phillicopter
PHIX,1,heli,PHENIX Phenix
PHNX,1,ga,FREEDOM Phoenix
PIAE,1,ga,PIPISTREL Alpha Electro
PIAT,1,ga,PIPISTREL Alpha Trainer
PICO,1,ga,PROCAER F-15 Picchio
PILL,1,ga,ENAER T-35A Pillán
PINO,1,ga,GENERAL AVIA F-22 Pinguino
PIPA,1,ga,PIPISTREL Panthera
PISI,1,ga,PIPISTREL Sinus
PIT4,1,ga,PIPISTREL Taurus Electro G4
PITA,1,ga,PIPISTREL Taurus 503
PITE,1,ga,PIPISTREL Taurus Electro
PIVE,1,ga,PIPISTREL Velis Electro
PIVI,1,ga,PIPISTREL Virus (piston)
PK11,1,ga,PIK PIK-11 Tumppu
PK15,1,ga,PIK PIK-15 Hinu
PK18,1,ga,PIK PIK-18 Sytky
PK19,1,ga,PIK PIK-19 Muhinu
PK20,1,ga,PIK PIK-20E
PK21,1,ga,PIK PIK-21 Super Sytky
PK23,1,ga,PIK PIK-23 Suhinu
PK25,1,ga,PIK PIK-25 Varttimarkka
PKAN,1,ga,UETZ U-3M Pelikan
PL1,1,ga,PAZMANY PL-1 Laminar
PL12,1,ga,TRANSAVIA PL-12 Airtruk
PL2,1,ga,PAZMANY PL-2
PL4,1,ga,PAZMANY PL-4
PL9,1,ga,PAZMANY PL-9 Stork
PLUS,1,ga,TAYLORCRAFT (2) Plus C
PNR2,1,ga,ALPI Pioneer 200
PNR3,1,ga,ALPI Pioneer 300
PNR4,1,ga,ALPI Pioneer 400
PNTH,1,ga,SPORT PERFORMANCE Panther
PO2,1,ga,POLIKARPOV Po-2
PO60,1,ga,POTEZ 60 Sauterelle
POLI,1,ga,ALVAREZ Polliwagen
PONY,1,ga,REDA Pony
PP2,1,ga,PILATUS P-2
PP3,1,ga,PILATUS P-3
PPRO,1,ga,PERCIVAL P-56 Provost
PRBP,1,ga,HOWARD HUGHES Pocket Rocket PR-Bipe
PRBR,1,ga,HOWARD HUGHES Pocket Rocket PR-Breeze
PRCE,2,regional,PERCIVAL P-57 Sea Prince
PREN,1,ga,PERCIVAL P-40 Prentice
PRET,1,ga,GM&T GM&T Pretty Flight
PREX,1,ga,PRIVATE EXPLORER Private Explorer
PRIM,1,ga,BLACKSHAPE Bk-100 Prime
PRM1,2,narrowbody,HAWKER BEECHCRAFT 390 Premier 1
PROC,1,ga,PERCIVAL P-28 Proctor
PROT,1,ga,CZAW Parrot
PROW,1,ga,PROWLER Jaguar
PRPR,1,ga,HOWARD HUGHES Pocket Rocket PR-582
PRTS,2,narrowbody,SCALED 281 Proteus
PRXT,1,ga,PRIVATE EXPLORER T-Explorer
PSTM,1,ga,PODESVA Stearman
PSW4,1,heli,PZL-SWIDNIK SW-4
PT21,1,ga,POTTIER P-210 Coati
PT22,1,ga,RYAN PT-22 Recruit
PT70,1,ga,POTTIER P-170
PT80,1,ga,POTTIER P-180
PTMS,1,ga,PITTS S-12 Macho Stinker
PTS1,1,ga,PITTS S-1 Special
PTS2,1,ga,PITTS S-2 Special
PTSS,1,ga,PITTS S-1-11 Super Stinker
PUL6,1,ga,PULSAR Super Pulsar 600
PULR,1,ga,P&M AVIATION PulsR
PULS,1,ga,AERO DESIGNS Pulsar
PUMA,2,heli,AEROSPATIALE SA-330 Puma
PUP,1,ga,BEAGLE B-121 Pup
PURS,1,ga,RANS S-11 Pursuit
PUSH,1,ga,PRESCOTT Pusher
PW4,1,ga,POLITECHNIKA WARSZAWSKA PW-4
PZ01,1,ga,PZL-OKECIE PZL-101 Gawron
PZ02,1,ga,PZL-OKECIE PZL-102 Kos
PZ04,1,ga,PZL-OKECIE PZL-104 Wilga 35
PZ05,1,ga,PZL-OKECIE PZL-105 Flaming
PZ06,1,ga,PZL-OKECIE PZL-106A Kruk
PZ12,1,ga,PZL-OKECIE PZL-112 Junior
PZ26,1,ga,PZL-OKECIE PZL-126 Mrówka
PZ3T,1,ga,PZL-OKECIE PZL-130 Orlik
PZ4M,1,ga,PZL-OKECIE PZL-104M Wilga 2000
PZ6T,1,ga,PZL-OKECIE PZL-106AT Turbo Kruk
Q01,1,ga,REINER STEMME Q-01
Q1,1,ga,GENERAL ATOMICS MQ-1 Predator
Q25,1,ga,BOEING MQ-25 Stingray
Q4,1,ga,NORTHROP GRUMMAN RQ-4 Global Hawk
Q5,2,narrowbody,NANCHANG Q-5
Q9,1,ga,GENERAL ATOMICS MQ-9 Reaper
QAIL,1,ga,AEROSPORT Quail
QALT,1,ga,FMP Qualt
QEST,1,ga,OMNI-WELD Questor
QIC2,1,ga,QUICKIE Quickie Q2
QINT,1,ga,SCHEMPP-HIRTH Quintus
QR01,1,ga,QUERCY CQR-01
QUAS,1,ga,AEROALCOOL Quasar Lite
QUIC,1,ga,QUICKIE Quickie
R100,1,ga,ROBIN R-1180 Aiglon
R109,1,ga,RIHN DR-109 Rhino
R11,1,ga,RUPERT R-11
R135,4,quad,BOEING RC-135
R185,1,ga,JOHNSON Rocket 185
R2,1,ga,SAU R-02 Robert
R200,1,ga,ROBIN R-2100 Super Club
R22,1,heli,ROBINSON R-22
R300,1,ga,ROBIN R-300
R4,1,heli,SIKORSKY R-4 Hoverfly
R44,1,heli,ROBINSON R-44 Raven
R66,1,heli,ROBINSON R-66
R721,3,widebody,BOEING 727-100RE Super 27
R722,3,widebody,BOEING 727-200RE Super 27
R90F,1,ga,RUSCHMEYER R-90-230FG
R90R,1,ga,RUSCHMEYER R-90-230RG
R90T,1,ga,RUSCHMEYER R-90-420AT
RA14,1,ga,ADAM (1) RA-14 Loisirs
RA17,1,ga,ADAM (1) RA-17
RAF2,1,heli,ROTARY AIR FORCE RAF-2000
RAID,1,ga,SKY RAIDER Super Sky Raider
RAIL,1,ga,AEROSPORT Rail
RALL,1,ga,MORANE-SAULNIER MS-880 Rallye Club
RANG,1,ga,NAVION Rangemaster
RARO,1,ga,NEW CENTURY Radial Rocket
RAV3,1,ga,RAVIN Ravin 300
RAV5,1,ga,RAVIN Ravin 500
RAZM,1,ga,SAINT GERMAIN Raz-Mut
RBEL,1,ga,MURPHY Rebel
RC3,1,ga,REPUBLIC RC-3 Seabee
RC70,2,regional,ROCKWELL Commander 700
RCAL,1,ga,MURPHY Radical
RD03,1,ga,DURUBLE RD-03 Edelweiss
RD20,1,ga,DENIZE RD-20 Raid Driver
RDH2,1,ga,REDFERN DH-2
RELI,1,ga,STINSON AT-19 Reliant
RENE,1,ga,MURPHY Renegade
REV6,1,heli,GROEN Revcon 6G
RF10,1,ga,FOURNIER RF-10
RF3,1,ga,FOURNIER RF-3
RF4,1,ga,FOURNIER RF-4
RF47,1,ga,FOURNIER RF-47
RF5,1,ga,FOURNIER RF-5
RF6,1,ga,FOURNIER RF-6
RF9,1,ga,FOURNIER RF-9
RFAL,2,narrowbody,DASSAULT Rafale
RGNT,1,ga,NEIVA C-42 Regente
RISN,1,ga,SWISS EXCELLENCE Risen
RJ03,1,ga,JUNQUA RJ-03 Ibis
RJ1H,4,quad,BRITISH AEROSPACE RJ-100
RJ70,4,quad,BRITISH AEROSPACE RJ-70
RJ85,4,quad,BRITISH AEROSPACE RJ-85
RK5,1,ga,KALINAUSKAS RK-5
RLU1,1,ga,RLU RLU-1 Breezy
RMOU,1,heli,HILLBERG EH1-01 Rotormouse
RNGR,1,ga,DAC RangeR
ROAR,1,ga,VELOCITY Rocket Racer
RODS,1,ga,RIHN DR-107 One Design
ROND,1,ga,AMBROSINI F-4 Rondone
ROSE,1,ga,MAUPIN Windrose
RP1,2,heli,MITSUBISHI RP-1
RPUP,1,heli,LITTLE WING LW-4 Roto-Pup
RS12,1,ga,RANS S-12 Airaile
RS18,1,ga,SPORTAVIA-PUTZER RS-180 Sportsman
RS20,1,ga,RANS S-20 Raven
RS21,1,ga,RANS S-21 Outbound
RTA4,1,ga,RTAF RTAF-4 Chandra
RUBI,1,ga,SCINTEX ML-250 Rubis
RV10,1,ga,VAN'S RV-10
RV12,1,ga,VAN'S RV-12
RV14,1,ga,VAN'S RV-14
RV3,1,ga,VAN'S RV-3
RV4,1,ga,VAN'S RV-4
RV4T,1,ga,VAN'S RV-4T
RV6,1,ga,VAN'S RV-6
RV7,1,ga,VAN'S RV-7
RV8,1,ga,VAN'S RV-8
RV9,1,ga,VAN'S RV-9
RVAL,2,heli,DENEL AH-2 Rooivalk
RW19,1,ga,RAGWING RW-19 Stork
RW20,1,ga,RAGWING RW-20 Stork
RW22,1,ga,RAGWING RW-22 Tiger Moth
RW26,1,ga,RAGWING RW-26 Special 2
RW3,1,ga,RHEIN-WEST-FLUG RW-3 Multoplane
RYSA,2,regional,TECHNOAVIA Rysachok
RYST,1,ga,RYAN ST-A
S05F,1,ga,SIAI-MARCHETTI S-205-18F
S05R,1,ga,SIAI-MARCHETTI S-205-18R
S1,1,ga,INTERSTATE S-1 Cadet
S10,1,ga,STINSON 10 Voyager
S107,1,ga,SPRATT 107
S108,1,ga,STINSON 108 Station Wagon
S10S,1,ga,STEMME S-10 Chrysalis
S11,1,ga,FOKKER S-11 Instructor
S12,1,ga,SPENCER S-12 Air Car
S122,2,regional,SKYLINE SL-122  Pchelka
S12S,1,ga,STEMME S-12 Twin Voyager
S15S,1,ga,STEMME S-15
S15U,1,ga,STEMME S-15 Patroller
S200,1,ga,SIPA S-200 Minijet
S202,2,regional,SGAU S-202
S208,1,ga,SIAI-MARCHETTI S-208
S21,1,ga,MACDONALD S-21
S211,1,ga,SIAI-MARCHETTI S-211
S223,1,ga,MBB 223 Flamingo
S22T,1,ga,CIRRUS SR-22 Turbo
S274,1,heli,IRGC Shahed 274
S278,1,heli,HESA Shahed 278
S285,1,heli,HESA Shahed 285
S2P,2,regional,GRUMMAN S-2 Tracker
S2T,2,regional,GRUMMAN S-2 Turbo Tracker
S3,2,narrowbody,LOCKHEED S-3 Viking
S330,1,heli,SIKORSKY S-333
S355,1,ga,SCALED 355 Firebird
S360,1,heli,AEROSPATIALE SA-360 Dauphin
S37,2,narrowbody,SUKHOI S-37 Berkut
S38,2,regional,SIKORSKY S-38 Replica
S39,1,ga,SIKORSKY S-39
S4,1,ga,ARCTIC S-4 Privateer
S400,2,regional,SGAU S-400 Kapitan
S434,1,heli,SIKORSKY S-434
S45,1,ga,PARTENAIR S-45 Mystere
S450,1,ga,AERO-EAST-EUROPE SILA-450
S51,1,heli,SIKORSKY S-51
S51D,1,ga,STEWART (1) S-51D
S52,1,heli,SIKORSKY S-52
S55P,1,heli,SIKORSKY S-55
S55T,1,heli,SIKORSKY S-55T
S58P,1,heli,SIKORSKY S-58
S58T,1,heli,SIKORSKY S-58T
S6,1,ga,STEMME S-6
S601,2,narrowbody,AEROSPATIALE SN-601 Corvette
S61,2,heli,SIKORSKY S-61A
S61R,2,heli,SIKORSKY S-61R
S62,1,heli,SIKORSKY S-62
S64,2,heli,SIKORSKY S-64 Skycrane
S65C,2,heli,AEROSPATIALE SA-365C Dauphin 2
S76,2,heli,SIKORSKY S-76
S900,1,ga,SIPA S-901
S92,2,heli,SIKORSKY S-92 Helibus
S97,1,heli,SIKORSKY S-97 Raider
SA02,1,ga,K & S SA-102.5 Cavalier
SA03,1,ga,K & S SA-103 Cavalier
SA04,1,ga,K & S SA-104 Cavalier
SA05,1,ga,K & S SA-105 Super Cavalier
SA10,1,ga,STOLP SA-100 Starduster
SA11,1,ga,STITS SA-11 Playmate
SA2,1,ga,ICP SA-2 Rampage
SA20,1,ga,BERIEV SA-20
SA3,1,ga,STITS SA-3 Playboy
SA30,1,ga,STOLP SA-300 Starduster Too
SA37,1,ga,SCHWEIZER SA-2-37 Condor
SA38,2,regional,SCHWEIZER SA-2-38A Twin Condor
SA50,1,ga,STOLP SA-500 Starlet
SA6,1,ga,STITS SA-6 Flut-R-Bug
SA6E,1,ga,SREYA SA-6 Envoy
SA7,1,ga,STITS SA-7 Sky-Coupe
SA70,1,ga,STOLP SA-700 Acroduster
SA75,1,ga,STOLP SA-750 Acroduster Too
SA8T,2,regional,SCHWEIZER SA-2-38B Twin Condor
SAB2,1,ga,ARNET PEREYRA Sabre 2
SABA,1,ga,PARAVAR PARS Saba
SACE,1,ga,POBER Super Ace
SACR,1,ga,SMITH (3) Acro Advanced
SAFF,1,ga,HALSTED Saffire
SAH1,1,ga,TRAGO MILLS SAH-1
SAKO,1,ga,RANS S-10 Sakota
SALB,1,ga,SKYGEAR Albatross
SAM,1,ga,SAM AIRCRAFT Sam
SAND,4,quad,SHORT S-25 Sandringham
SAPH,1,ga,PIEL CP-1320 Saphir
SASH,2,regional,SHARK AIRCRAFT Shark
SASP,1,ga,SUPERMARINE AIRCRAFT Spitfire Mk25
SASY,1,ga,PROTECH PT-2 Sassy
SATA,2,narrowbody,HISPANO HA-200 Saeta
SAVA,1,ga,SADLER Vampire
SAVG,1,ga,ZLIN AVIATION Savage
SB05,2,narrowbody,SAAB 105
SB20,2,regional,SAAB 2000
SB29,1,ga,SAAB 29
SB32,1,ga,SAAB 32 Lansen
SB35,1,ga,SAAB 35 Draken
SB37,1,ga,SAAB 37 Viggen
SB39,1,ga,SAAB 39 Gripen
SB7,1,ga,SEABIRD SB-7 Seeker
SB91,1,ga,SAAB 91 Safir
SBD,1,ga,DOUGLAS SBD Dauntless
SBLS,2,regional,SLIPSTREAM SkyBlaster
SBM3,1,ga,E & K SBM-03 Kos
SBOY,1,ga,INTERPLANE Skyboy
SBR1,2,narrowbody,NORTH AMERICAN Sabreliner
SBR2,2,narrowbody,ROCKWELL Sabre 80
SC01,1,ga,GYROFLUG SC-01 Speed Canard
SC7,2,regional,SHORT SC-7 Skyvan
SCAM,1,ga,AEROSPORT Scamp
SCEP,1,ga,SLIPSTREAM Scepter
SCII,1,heli,SPORT COPTER SportCopter 2
SCOM,1,ga,AIRDALE Comet
SCOR,1,heli,ROTORWAY Scorpion
SCOU,1,heli,WESTLAND Scout
SCRO,1,ga,AKAFLIEG MUNCHEN Mü-30 Schlacro
SCTR,1,ga,FLAGLOR Scooter
SCUB,1,ga,AERO KUHLMANN Scub
SCW1,1,ga,SCWAL 101
SD26,1,ga,SKYDANCER SD-260
SD4,1,ga,TOMARK SD-4 Viper
SDUS,1,ga,STOLP Super Starduster
SE5A,1,ga,RAF SE-5A Replica
SE5R,1,ga,REPLICA PLANS SE-5A Replica
SEAT,1,ga,SEAWIND Turbine Seawind
SEAW,1,ga,SEAWIND Seawind
SERA,1,ga,SERVOPLANT Aerocraft
SF2,1,ga,VIKING (1) SF-2 Cygnet
SF23,1,ga,SCHEIBE SF-23 Sperling
SF24,1,ga,SCHEIBE SF-24 Motorspatz
SF25,1,ga,SCHEIBE SF-25 Falke
SF27,1,ga,SCHEIBE SF-27M
SF28,1,ga,SCHEIBE SF-28 Tandem Falke
SF31,1,ga,SPORTAVIA-PUTZER SFS-31 Milan
SF32,1,ga,SCHEIBE SF-32
SF34,2,regional,SAAB 340
SF35,1,ga,SCHEIBE SF-35
SF36,1,ga,SCHEIBE SF-36
SF41,1,ga,SCHEIBE SF-41
SF50,1,ga,CIRRUS SF-50 Vision
SG37,1,ga,SCHWEIZER SGM-2-37
SG70,1,ga,GLASS SG-70 STOLGlass
SG92,1,ga,TECHNOAVIA SMG-92 Turbo Finist
SGRA,1,ga,SG AVIATION Rally
SGUP,4,quad,AERO SPACELINES 377SGT Super Guppy
SH09,1,heli,KOPTER SH-09
SH33,2,regional,SHORT 330
SH36,2,regional,SHORT 360
SH4,1,heli,SILVERCRAFT SH-4
SH5,4,quad,HARBIN SH-5
SHAC,4,quad,AVRO 696 Shackleton
SHAK,1,ga,FREEDOM MASTER FM-2 Air Shark
SHAW,1,ga,HAWKER Sea Hawk
SHEA,1,ga,SEAFLIGHT Shearwater
SHEK,1,ga,RANS S-16 Shekari
SHER,1,ga,SHERPA C-400
SHOE,1,ga,MERCURY Shoestring
SHOP,1,ga,SALVAY-STARK Skyhopper
SHOR,1,ga,HIGHER CLASS Super Hornet
SHRK,1,ga,SHARK AERO Shark
SHRT,1,ga,SHERPA Sherpa K-650T
SIDE,1,ga,SMYTH Sidewinder
SIGM,1,ga,ELITAR Sigma
SILH,1,ga,SILHOUETTE SA-60 Silhouette
SIR2,1,ga,RHEIN Sirius 2
SIRA,1,ga,TECNAM P-2002 Sierra
SJ30,2,narrowbody,SINO SWEARINGEN SJ-30
SK10,1,ga,SKYETON K-10 Swift
SK70,2,regional,STARKRAFT SK-700
SKAR,1,ga,III Sky Arrow
SKIF,1,ga,AEROLITES AeroSkiff
SKIM,1,ga,COLONIAL C-1 Skimmer
SKRA,1,ga,BEST OFF Sky Ranger
SKYC,2,regional,OMA SUD Skycar
SKYO,1,ga,SKYOTE AEROMARINE Skyote
SKYR,1,ga,REARWIN Skyranger
SL1,1,ga,STAR-LITE SL-1 Star-Lite
SL39,1,ga,MAPO SL-39
SL90,1,ga,AVIOTECHNICA SL-90 Leshii
SLCH,6,quad,SCALED 351 Stratolaunch
SLG2,1,ga,SLING AIRCRAFT Sling 2
SLG4,1,ga,AIRPLANE FACTORY Sling 4
SLH4,1,ga,SLING AIRCRAFT Sling 4 High Wing
SLK3,1,ga,SLICK 360
SLK5,1,ga,SLICK 540
SM01,1,ga,STERN-MALLICK SM-01 Vega
SM19,1,ga,SIAI-MARCHETTI SM-1019
SM20,1,ga,TECHNOAVIA SM-2000
SM60,3,widebody,STINSON SM-6000 Tri-Motor
SM92,1,ga,TECHNOAVIA SMG-92 Turbo Finist
SMAX,1,ga,AIRMAX M-22 SeaMax
SMB2,1,ga,DASSAULT Super Mystère B2
SNAD,1,heli,CALUMET 636 Snobird Adventurer
SNAP,1,ga,DALLAIR FR-01 Snap
SNGY,1,ga,CIAC Synergy
SNOS,1,ga,VSR SR-1 Snoshoo
SNS2,1,ga,SORRELL SNS-2 Guppy
SNS7,1,ga,SORRELL SNS-7 Hiperbipe
SNS9,1,ga,SORRELL SNS-9 EXP-2
SNTA,1,ga,AIRSPORT Sonata
SOK2,1,ga,SOKO 2
SOKL,1,ga,MRAZ M-1 Sokol
SOL1,4,quad,SOLAR IMPULSE 1
SOL2,4,quad,SOLAR IMPULSE 2
SOLI,1,ga,RUTAN 77 Solitaire
SONG,1,ga,AIRSPORT Song
SONX,1,ga,SONEX Sonex
SORA,1,ga,ACS ACS-100 Sora
SP20,1,ga,MICCO SP-20
SP33,2,narrowbody,SPECTRUM S-33 Independence
SP55,1,ga,TECHNOAVIA SP-55
SP6E,1,ga,SAUSER P-6E Replica
SP7,1,ga,SPARTAN 7 Executive
SP91,1,ga,TECHNOAVIA SP-91 Slava
SP95,1,ga,TECHNOAVIA SP-95
SPA2,1,ga,STARK-TREFETHEN Sport-Aire 2
SPAR,1,ga,III Speed Arrow
SPC2,1,ga,SPECTER Specter 2
SPDR,1,ga,REARWIN 6000 Speedster
SPEL,1,ga,LOEHLE Spitfire Elite
SPGY,1,heli,AIRCRAFT DESIGNS Sportster Gyro
SPHA,1,heli,AMERICAN AUTOGYRO SparrowHawk
SPIR,1,ga,QUESTAIR Spirit
SPIT,1,ga,SUPERMARINE Spitfire
SPOR,1,ga,AMAX Sport 1700
SPR2,1,ga,CARLSON Sparrow 2
SPRT,1,ga,PRACTAVIA Sprite
SPST,1,ga,REARWIN Sportster
SPUP,1,ga,SOPWITH Pup
SQ2T,1,ga,GLASSIC SQ-2000
SQES,2,regional,SLIPSTREAM SkyQuest
SR01,1,ga,EURODISPLAY SR-01 Magic
SR20,1,ga,CIRRUS SR-20
SR22,1,ga,CIRRUS SR-22
SRAC,1,ga,SPORT RACER Sport Racer
